Title,Price,Star,Rating,Genre,Badge,Url,ASIN
"Honest Advent: Awakening to the Wonder of God-with-Us Then, Here, and Now",$17.09,5.0 out of 5 stars,144,Empty,Empty,https://www.amazon.com//Honest-Advent-Awakening-God-Us/dp/0310361877/ref=sr_1_76?dchild=1&fst=as%3Aoff&qid=1605801215&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-76,0310361877
Sapiens: A Graphic History: The Birth of Humankind (Vol. 1),$36.00,4.2 out of 5 stars,70,Empty,Empty,https://www.amazon.com//Sapiens-Graphic-History-Birth-Humankind/dp/0063055082/ref=sr_1_77?dchild=1&fst=as%3Aoff&qid=1605801215&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-77,0063055082
Three Women Disappear: With bonus novel Come and Get Us,$14.99,4.2 out of 5 stars,594,Empty,Empty,https://www.amazon.com//Three-Women-Disappear-bonus-novel-ebook/dp/B084X1DJN4/ref=sr_1_78?dchild=1&fst=as%3Aoff&qid=1605801215&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-78,B084X1DJN4
A Dog's Perfect Christmas,$11.19,4.8 out of 5 stars,237,Empty,Empty,https://www.amazon.com//Dogs-Perfect-Christmas-Bruce-Cameron/dp/1250163587/ref=sr_1_79?dchild=1&fst=as%3Aoff&qid=1605801215&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-79,1250163587
We Keep the Dead Close: A Murder at Harvard and a Half Century of Silence,$20.04,4.3 out of 5 stars,41,Empty,Empty,https://www.amazon.com//We-Keep-Dead-Close-Harvard/dp/1538746832/ref=sr_1_80?dchild=1&fst=as%3Aoff&qid=1605801215&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-80,1538746832
Cary Grant: A Brilliant Disguise,$25.17,4.5 out of 5 stars,68,Empty,Empty,https://www.amazon.com//Cary-Grant-Brilliant-Scott-Eyman/dp/1501192116/ref=sr_1_81?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-81,1501192116
America the Beautiful: A Story in Photographs,$30.12,4.9 out of 5 stars,30,in Monument Photography,Best Seller,https://www.amazon.com//America-Beautiful-Photographs-National-Geographic/dp/1426221428/ref=sr_1_82?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-82,1426221428
"The Jesus Storybook Bible A Christmas Collection: Stories, songs, and reflections for the Advent season",$21.57,4.4 out of 5 stars,10,Empty,Empty,https://www.amazon.com//Jesus-Storybook-Bible-Christmas-Collection/dp/0310769906/ref=sr_1_83?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-83,0310769906
Bill Nye's Great Big World of Science,$26.99,4.8 out of 5 stars,44,Empty,Empty,https://www.amazon.com//Bill-Nyes-Great-World-Science/dp/1419746766/ref=sr_1_84?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-84,1419746766
Tokyo Ghoul: re Complete Box Set: Includes vols. 1-16 with premium,$123.61,4.7 out of 5 stars,20,Empty,Empty,https://www.amazon.com//Tokyo-Ghoul-Complete-vols-premium/dp/1974718476/ref=sr_1_85?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-85,1974718476
The Company I Keep: My Life in Beauty,$26.99,Empty,Empty,in Grooming & Style,Best Seller,https://www.amazon.com//Company-Keep-My-Life-Beauty/dp/0062990942/ref=sr_1_86?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-86,0062990942
Piece of My Heart (Under Suspicion),$12.99,4.3 out of 5 stars,6,Empty,Empty,https://www.amazon.com//Piece-Heart-Mary-Higgins-Clark-ebook/dp/B084G9WHJY/ref=sr_1_87?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-87,B084G9WHJY
"Kindred: Neanderthal Life, Love, Death and Art (Bloomsbury Sigma)",$25.20,4.4 out of 5 stars,114,in Archaeology,Best Seller,https://www.amazon.com//Kindred-Neanderthal-Life-Love-Death/dp/147293749X/ref=sr_1_88?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-88,147293749X
Snacking Cakes: Simple Treats for Anytime Cravings: A Baking Book,$16.99,4.7 out of 5 stars,63,Empty,Empty,https://www.amazon.com//Snacking-Cakes-Simple-Anytime-Cravings/dp/0593139666/ref=sr_1_89?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-89,0593139666
Tom Clancy Shadow of the Dragon (A Jack Ryan Novel Book 20),$14.99,4.0 out of 5 stars,15,in War Fiction,Best Seller,https://www.amazon.com//Clancy-Shadow-Dragon-Jack-Novel-ebook/dp/B0852PJ2TJ/ref=sr_1_90?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-90,B0852PJ2TJ
Cozy,$15.42,4.9 out of 5 stars,49,Empty,Empty,https://www.amazon.com//Cozy-Jan-Brett/dp/0593109791/ref=sr_1_91?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-91,0593109791
The Flavor Equation: The Science of Great Cooking Explained in More Than 100 Essential Recipes,$27.89,4.6 out of 5 stars,54,"in Indian Cooking, Food & Wine",Best Seller,https://www.amazon.com//Flavor-Equation-Science-Explained-Essential/dp/1452182698/ref=sr_1_92?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-92,1452182698
The Kingdom: A novel,$13.99,4.2 out of 5 stars,78,Empty,Empty,https://www.amazon.com//Kingdom-novel-Jo-Nesbo-ebook/dp/B08478T2CK/ref=sr_1_93?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-93,B08478T2CK
The Purpose of Power: How We Come Together When We Fall Apart,$0.00,4.8 out of 5 stars,84,Empty,Empty,https://www.amazon.com//Purpose-Power-Come-Together-Apart/dp/0525509682/ref=sr_1_94?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-94,0525509682
Jimmy Page: The Anthology,$36.00,4.8 out of 5 stars,136,Empty,Empty,https://www.amazon.com//Jimmy-Page-Anthology/dp/1905662610/ref=sr_1_95?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-95,1905662610
Waiting Here For You: An Advent Journey of Hope,$12.37,5.0 out of 5 stars,18,in Prayer,Best Seller,https://www.amazon.com//Waiting-Here-You-Advent-Journey/dp/1949255115/ref=sr_1_96?dchild=1&fst=as%3Aoff&qid=1605801218&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-96,1949255115
"The French Laundry, Per Se (The Thomas Keller Library)",$56.49,4.9 out of 5 stars,55,Empty,Empty,https://www.amazon.com//French-Laundry-Se-Thomas-Keller/dp/1579658490/ref=sr_1_97?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-97,1579658490
Memorial: A Novel,$18.48,4.1 out of 5 stars,163,Empty,Empty,https://www.amazon.com//Memorial-Novel-Bryan-Washington/dp/0593087275/ref=sr_1_98?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-98,0593087275
Billion Dollar Loser: The Epic Rise and Spectacular Fall of Adam Neumann and WeWork,$0.00,4.5 out of 5 stars,197,Empty,Empty,https://www.amazon.com//Billion-Dollar-Loser-Spectacular-Neumann/dp/B08KYLWLK6/ref=sr_1_99?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-99,B08KYLWLK6
The World of Critical Role: The History Behind the Epic Fantasy,$23.83,4.9 out of 5 stars,315,Empty,Empty,https://www.amazon.com//World-Critical-Role-History-Fantasy/dp/0593157435/ref=sr_1_100?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-100,0593157435
This Will Make It Taste Good: A New Path to Simple Cooking,$30.49,4.6 out of 5 stars,141,Empty,Empty,https://www.amazon.com//This-Will-Make-Taste-Good/dp/0316381128/ref=sr_1_101?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-101,0316381128
Do You Feel Like I Do?: A Memoir,$24.06,4.6 out of 5 stars,201,Empty,Empty,https://www.amazon.com//Do-You-Feel-Like-Memoir/dp/0316425311/ref=sr_1_102?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-102,0316425311
Nose Dive: A Field Guide to the World's Smells,$25.17,4.6 out of 5 stars,14,in Aromatherapy,Best Seller,https://www.amazon.com//Nose-Dive-Field-Worlds-Smells/dp/1594203954/ref=sr_1_103?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-103,1594203954
Fly Into the Wind: How to Harness Faith and Fearlessness on Your Ascent to Greatness,$18.89,Empty,Empty,in Inspiration & Spirituality,Best Seller,https://www.amazon.com//Fly-Into-Wind-Fearlessness-Greatness/dp/0062966073/ref=sr_1_104?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-104,0062966073
The Archer,$14.79,4.2 out of 5 stars,58,Empty,Empty,https://www.amazon.com//Archer-Paulo-Coelho/dp/0593318277/ref=sr_1_105?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-105,0593318277
African American Poetry: 250 Years of Struggle & Song (LOA #333): A Library of America Anthology (The Library of America),$40.50,4.8 out of 5 stars,13,Empty,Empty,https://www.amazon.com//African-American-Poetry-Struggle-Library/dp/1598536664/ref=sr_1_106?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-106,1598536664
"The Cost: Trump, China, and American Revival",$24.99,4.9 out of 5 stars,120,in Commercial Policy,Best Seller,https://www.amazon.com//Cost-Trump-China-American-Revival/dp/1982163984/ref=sr_1_107?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-107,1982163984
Avatar: The Last Airbender--The Search Omnibus,$22.49,4.9 out of 5 stars,"1,032",in Media Tie-In Graphic Novels,Best Seller,https://www.amazon.com//Avatar-Last-Airbender-Search-Omnibus/dp/1506721729/ref=sr_1_108?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-108,1506721729
"Plantifully Lean: A Simple, Easy to Follow Plant-Based Guide & Cookbook for Maximized Weight Loss",$30.00,4.7 out of 5 stars,148,Empty,Empty,https://www.amazon.com//Plantifully-Lean-Plant-Based-Cookbook-Maximized/dp/B08LNBH6XF/ref=sr_1_109?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-109,B08LNBH6XF
"Forgiving What You Can't Forget Study Guide: Discover How to Move On, Make Peace with Painful Memories, and Create a Life That's Beautiful Again",$14.09,1.0 out of 5 stars,1,Empty,Empty,https://www.amazon.com//Forgiving-What-Forget-Study-Guide/dp/0310104866/ref=sr_1_110?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-110,0310104866
Answers in the Form of Questions: A Definitive History and Insider's Guide to Jeopardy!,$24.06,4.9 out of 5 stars,14,Empty,Empty,https://www.amazon.com//Answers-Form-Questions-Definitive-Insiders/dp/1538702320/ref=sr_1_111?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-111,1538702320
Believe in People: Bottom-Up Solutions for a Top-Down World,$22.26,5.0 out of 5 stars,4,Empty,Empty,https://www.amazon.com//Believe-People-Bottom-Up-Solutions-Top-Down/dp/1250200962/ref=sr_1_112?dchild=1&fst=as%3Aoff&qid=1605801221&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-112,1250200962
A Little Thanksgiving SPOT,$11.12,4.9 out of 5 stars,61,Empty,Empty,https://www.amazon.com//Little-Thanksgiving-SPOT-Diane-Alber/dp/1951287452/ref=sr_1_113?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-113,1951287452
Strongmen: Mussolini to the Present,$20.17,4.7 out of 5 stars,4,in African Politics,Best Seller,https://www.amazon.com//Strongmen-Mussolini-Present-Ruth-Ben-Ghiat/dp/1324001542/ref=sr_1_114?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-114,1324001542
The Forgiveness Journal: A Guided Journey to Forgiving What You Can't Forget,$13.99,3.5 out of 5 stars,2,Empty,Empty,https://www.amazon.com//Forgiveness-Journal-Guided-Journey-Forgiving/dp/1400224381/ref=sr_1_115?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-115,1400224381
The Dead Are Arising: The Life of Malcolm X,$31.50,4.8 out of 5 stars,75,Empty,Empty,https://www.amazon.com//Dead-Are-Arising-Life-Malcolm/dp/1631491660/ref=sr_1_116?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-116,1631491660
The Lost Spells,$22.99,4.8 out of 5 stars,314,in British & Irish Poetry,Best Seller,https://www.amazon.com//Lost-Spells-Robert-MacFarlane/dp/1487007795/ref=sr_1_117?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-117,1487007795
Garner's Quotations: A Modern Miscellany,$17.95,4.2 out of 5 stars,3,Empty,Empty,https://www.amazon.com//Garners-Quotations-Miscellany-Dwight-Garner/dp/0374279195/ref=sr_1_118?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-118,0374279195
PopularMMOs Presents Zombies’ Day Off,$13.97,4.9 out of 5 stars,129,Empty,Empty,https://www.amazon.com//PopularMMOs-Presents-Zombies-Day-Off/dp/0063006510/ref=sr_1_119?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-119,0063006510
Earth's Last Empire: The Final Game of Thrones,$9.99,4.9 out of 5 stars,535,in Israel & Palestine History,Best Seller,https://www.amazon.com//Earths-Last-Empire-Final-Thrones/dp/154601473X/ref=sr_1_120?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-120,154601473X
I Want to Be Where the Normal People Are,$24.99,4.8 out of 5 stars,5,in Theatre Biographies,Best Seller,https://www.amazon.com//Want-Where-Normal-People-Are/dp/1538745356/ref=sr_1_121?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-121,1538745356
A Cuban Girl's Guide to Tea and Tomorrow,$14.21,4.4 out of 5 stars,26,Empty,Empty,https://www.amazon.com//Cuban-Girls-Guide-Tea-Tomorrow/dp/1534471243/ref=sr_1_122?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-122,1534471243
"Star Wars: The Lightsaber Collection: Lightsabers from the Skywalker Saga, The Clone Wars, Star Wars Rebels and more | (Star Wars gift, Lightsaber book)",$17.23,4.6 out of 5 stars,140,in Action & Adventure Movies,Best Seller,https://www.amazon.com//Star-Wars-Lightsaber-Collection-Lightsabers/dp/1683839781/ref=sr_1_123?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-123,1683839781
Medicare For Dummies,$19.31,4.7 out of 5 stars,31,in Health Insurance,Best Seller,https://www.amazon.com//Medicare-Dummies-Patricia-Barry/dp/1119689937/ref=sr_1_124?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-124,1119689937
Where I Come From: Stories from the Deep South,$23.99,4.8 out of 5 stars,68,Empty,Empty,https://www.amazon.com//Where-Come-Stories-Deep-South/dp/0593317785/ref=sr_1_125?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-125,0593317785
Natalie Portman's Fables,$12.02,4.7 out of 5 stars,105,Empty,Empty,https://www.amazon.com//Natalie-Portmans-Fables-Portman/dp/1250246865/ref=sr_1_126?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-126,1250246865
"Good Night, Fruit Bat (Bluey)",$4.99,4.9 out of 5 stars,194,Empty,Empty,https://www.amazon.com//Good-Night-Fruit-Bat-Bluey/dp/0593224566/ref=sr_1_127?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-127,0593224566
The Royal Ranger: The Missing Prince (Ranger's Apprentice),$16.99,4.4 out of 5 stars,225,in Children's Arthurian Folk Tales & Myths,Best Seller,https://www.amazon.com//Royal-Ranger-Missing-Rangers-Apprentice/dp/0593113454/ref=sr_1_128?dchild=1&fst=as%3Aoff&qid=1605801223&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-128,0593113454
Burn After Writing (Pink),$8.39,4.5 out of 5 stars,81,Empty,Empty,https://www.amazon.com//Burn-After-Writing-Sharon-Jones/dp/0593329910/ref=sr_1_129?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-129,0593329910
Growing Up Keto: A Practical Guide for Kids and Parents with Over 110 Recipes the Whole Family Will Love,$31.46,5.0 out of 5 stars,92,Empty,Empty,https://www.amazon.com//Growing-Up-Keto-Kristie-Sullivan/dp/1628603968/ref=sr_1_130?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-130,1628603968
The Official Downton Abbey Christmas Cookbook (Downton Abbey Cookery),$30.99,4.7 out of 5 stars,29,Empty,Empty,https://www.amazon.com//Official-Downton-Christmas-Cookbook-Cookery/dp/1681885352/ref=sr_1_131?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-131,1681885352
Peace Be Still: A 31 Day Christmas Prayer Journal,$9.99,5.0 out of 5 stars,3,Empty,Empty,https://www.amazon.com//Peace-Be-Still-Christmas-Journal/dp/1735024821/ref=sr_1_132?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-132,1735024821
Pig the Slob (Pig the Pug),$13.49,4.6 out of 5 stars,34,Empty,Empty,https://www.amazon.com//Pig-Slob-Pug-Aaron-Blabey/dp/133871371X/ref=sr_1_133?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-133,133871371X
I Heart Soul Food: 100 Southern Comfort Food Favorites,$22.46,4.9 out of 5 stars,135,Empty,Empty,https://www.amazon.com//Heart-Soul-Food-Southern-Favorites/dp/1632173093/ref=sr_1_134?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-134,1632173093
Unknown Market Wizards: The Best Traders You've Never Heard Of,$0.00,4.4 out of 5 stars,75,Empty,Empty,https://www.amazon.com//Market-Wizards-Traders-Youve-Never/dp/B08F2Y6BD6/ref=sr_1_135?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-135,B08F2Y6BD6
A Taste of Nells,$20.11,5.0 out of 5 stars,1,Empty,Empty,https://www.amazon.com//Taste-Nells-Malynn-Livingston/dp/B08NF1RGPV/ref=sr_1_136?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-136,B08NF1RGPV
Devotions: The Selected Poems of Mary Oliver,$17.99,4.9 out of 5 stars,"1,290",Empty,Empty,https://www.amazon.com//Devotions-Selected-Poems-Mary-Oliver/dp/0399563261/ref=sr_1_137?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-137,0399563261
Shakeup (A Stone Barrington Novel Book 55),$14.99,4.3 out of 5 stars,774,Empty,Empty,https://www.amazon.com//Shakeup-Stone-Barrington-Novel-Book-ebook/dp/B084789G7F/ref=sr_1_138?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-138,B084789G7F
Battle of Brothers: William and Harry – The Inside Story of a Family in Tumult,$20.49,3.8 out of 5 stars,721,Empty,Empty,https://www.amazon.com//Battle-Brothers-William-Inside-Family/dp/0063042940/ref=sr_1_139?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-139,0063042940
This Is the Way (Star Wars: The Mandalorian) (Little Golden Book),$5.99,4.7 out of 5 stars,98,Empty,Empty,https://www.amazon.com//This-Way-Star-Wars-Mandalorian/dp/0736441719/ref=sr_1_140?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-140,0736441719
The Nom Wah Cookbook: Recipes and Stories from 100 Years at New York City's Iconic Dim Sum Restaurant,$16.99,4.7 out of 5 stars,55,"in Chinese Cooking, Food & Wine",Best Seller,https://www.amazon.com//Nom-Wah-Cookbook-Recipes-Restaurant/dp/0062965999/ref=sr_1_141?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-141,0062965999
Life with the Afterlife: 13 Truths I Learned about Ghosts,$24.30,4.9 out of 5 stars,247,in Occultism,Best Seller,https://www.amazon.com//Life-Afterlife-Truths-Learned-Ghosts/dp/1538754142/ref=sr_1_142?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-142,1538754142
"Better Decisions, Fewer Regrets: 5 Questions to Help You Determine Your Next Move",$15.99,4.9 out of 5 stars,130,Empty,Empty,https://www.amazon.com//Better-Decisions-Fewer-Regrets-Questions/dp/0310537088/ref=sr_1_143?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-143,0310537088
The Complete Instant Pot Cookbook 1000 Recipes: For Your Pressure Cooker With Effortless And Easy Beginners Meals,$8.99,4.5 out of 5 stars,49,"in Irish Cooking, Food & Wine",Best Seller,https://www.amazon.com//Complete-Instant-Cookbook-1000-Recipes/dp/B08LSVY7G2/ref=sr_1_144?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-144,B08LSVY7G2
Miss Benson's Beetle: A Novel,$12.99,4.5 out of 5 stars,626,Empty,Empty,https://www.amazon.com//Miss-Bensons-Beetle-Rachel-Joyce-ebook/dp/B085XL1FN3/ref=sr_1_145?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-145,B085XL1FN3
Santa's Christmas with a Mask: A fun Christmas book for children,$10.79,4.6 out of 5 stars,10,in Children's Religious Holiday Books,Best Seller,https://www.amazon.com//Santas-Christmas-Mask-book-children/dp/0648532178/ref=sr_1_146?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-146,0648532178
Not Free America: What Your Government Doesn't Want You to Know,$25.20,4.9 out of 5 stars,11,Empty,Empty,https://www.amazon.com//Not-Free-America-Government-Doesnt/dp/1948677660/ref=sr_1_147?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-147,1948677660
Spirit Junkie: A 52-Card Deck,$19.79,5.0 out of 5 stars,44,Empty,Empty,https://www.amazon.com//Spirit-Junkie-52-Card-Gabrielle-Bernstein/dp/1401961126/ref=sr_1_148?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-148,1401961126
The New York Times Sunday Crossword Omnibus Volume 12: 200 World-Famous Sunday Puzzles from the Pages of The New York Times,$16.99,4.8 out of 5 stars,15,Empty,Empty,https://www.amazon.com//York-Times-Sunday-Crossword-Omnibus/dp/1250757673/ref=sr_1_149?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-149,1250757673
Wintering: The Power of Rest and Retreat in Difficult Times,$18.49,5.0 out of 5 stars,4,Empty,Empty,https://www.amazon.com//Wintering-Power-Retreat-Difficult-Times/dp/0593189485/ref=sr_1_150?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-150,0593189485
"I Spy Thanksgiving Book for Kids Ages 2-5: A Fun Activity Coloring and Guessing Game for Kids, Toddlers and Preschoolers (Thanksgiving Picture Puzzle Book)",$8.97,4.8 out of 5 stars,6,in Children's Motorcycles Books,Best Seller,https://www.amazon.com//Spy-Thanksgiving-Book-Kids-Ages/dp/B08LR4ZWMT/ref=sr_1_151?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-151,B08LR4ZWMT
This Was Hollywood: Forgotten Stars and Stories (Turner Classic Movies),$25.49,5.0 out of 5 stars,1,in Movie History & Criticism,Best Seller,https://www.amazon.com//This-Was-Hollywood-Forgotten-Stories/dp/0762495863/ref=sr_1_152?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-152,0762495863
Wenger: My Life and Lessons in Red and White,$25.16,4.4 out of 5 stars,26,Empty,Empty,https://www.amazon.com//Wenger-Life-Lessons-Red-White/dp/179720615X/ref=sr_1_153?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-153,179720615X
The Office of Historical Corrections: A Novella and Stories,$23.99,4.1 out of 5 stars,12,Empty,Empty,https://www.amazon.com//Office-Historical-Corrections-Novella-Stories/dp/1594487332/ref=sr_1_154?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-154,1594487332
